Frame,Id,x,y
14,63,1826.669375,675.7814704
14,64,1792.844654,722.574722
14,21,1855.28992,609.7411226
14,22,1847.190866,577.1326858
14,23,1855.233739,563.7132519
14,24,1841.231388,518.3034272
14,51,1862.223255,636.2928666
14,52,1874.055513,670.6719133
14,53,1900.867267,688.3442228
14,54,1924.499735,731.889731
14,11,1877.140107,602.9719
14,12,1922.717912,573.4271417
14,13,1948.52334,568.1101669
14,14,1986.602685,544.6443583
14,41,1884.593443,631.5150247
14,42,1911.914793,636.3456052
14,43,1934.901185,630.7507852
14,44,1973.519844,638.5079386
15,0,1846.338884,625.4538232
15,P,1750.055926,649.6228712
15,A,1942.621842,601.2847753
15,31,1844.562015,613.0584747
15,32,1822.22173,580.999955
15,33,1774.051794,581.0000691
15,34,1725.098627,561.69215
15,61,1850.606587,636.4507298
15,62,1848.204673,668.2174191
15,63,1825.829458,676.5627966
15,64,1793.021883,724.0747232
15,21,1859.635573,607.3810176
15,22,1847.722988,576.2915492
15,23,1855.60374,563.381302
15,24,1842.159328,517.8031736
15,51,1866.543655,634.1150234
15,52,1875.948861,669.6846585
15,53,1902.489964,687.7609015
15,54,1925.968604,731.3897893
15,11,1881.083959,600.769278
15,12,1926.665315,571.2299991
15,13,1950.478286,568.0241393
15,14,1987.021102,545.1442774
15,41,1888.510147,629.5083342
15,42,1912.823763,636.198737
15,43,1935.262773,629.1962461
15,44,1973.411208,639.008037
16,0,1846.41027,625.4380918
16,P,1750.16385,649.6121577
16,A,1942.656689,601.2640258
16,31,1844.629694,613.0407022
16,32,1830.579658,577.7974374
16,33,1782.447478,579.5609018
16,34,1733.926064,559.1922822
16,61,1850.678911,636.4369546
16,62,1849.915124,668.2875072
16,63,1827.293689,675.9403766
16,64,1793.250384,722.5748443
16,21,1859.696764,607.3621583
16,22,1851.309784,575.1422373
16,23,1857.175747,562.2061657
16,24,1841.171968,518.3031696
16,51,1866.610154,634.1007324
16,52,1877.911232,669.1141935
16,53,1904.195503,687.3698585
16,54,1926.755673,730.8897583
16,11,1881.136331,600.7491255
16,12,1926.874485,571.4532169
16,13,1950.563565,568.0302471
16,14,1986.572948,544.6442652
16,41,1888.568225,629.4930927
16,42,1912.959115,634.9570398
16,43,1935.35411,627.8226629
16,44,1973.267177,638.5078697
17,0,1848.333012,624.8699501
17,P,1751.292955,649.2607124
17,A,1945.37307,600.4791879
17,31,1846.547672,612.4270031
17,32,1837.121578,578.9361828
17,33,1790.843817,578.7739748
17,34,1744.053905,554.6926035
17,61,1852.621982,635.9065107
17,62,1849.696673,669.2892248
17,63,1826.860279,676.2755921
17,64,1793.746827,723.5748462
17,21,1861.740023,606.7072823
17,22,1853.005829,574.6127368
17,23,1857.648227,561.4967595
17,24,1841.081266,517.8031695
17,51,1868.682092,633.5410053
17,52,1879.362007,668.7489056
17,53,1905.405681,686.9211971
17,54,1925.668577,730.3897625
17,11,1883.356417,600.0413594
17,12,1929.186869,570.8900518
17,13,1951.453304,568.0103512
17,14,1987.067394,544.6553717
17,41,1890.819141,628.8876115
17,42,1913.735241,635.4263356
17,43,1935.543444,626.7251574
17,44,1972.969498,639.0078604
18,0,1852.514527,623.3649531
18,P,1755.089393,648.7089167
18,A,1949.939662,598.0209895
18,31,1850.712399,611.2427849
18,32,1840.274115,580.0854936
18,33,1801.288256,576.7644282
18,34,1754.521892,552.637358
18,61,1856.816128,634.0766756
18,62,1850.214102,668.5696423
18,63,1827.640082,676.7714534
18,64,1793.148111,723.0750613
18,21,1865.962572,605.4187254
18,22,1853.950206,574.5078019
18,23,1858.81324,561.4744121
18,24,1840.929233,518.3031684
18,51,1872.938263,631.5146005
18,52,1880.054852,667.6118441
18,53,1905.758136,686.2590875
18,54,1925.659989,729.8897839
18,11,1887.661599,598.5698359
18,12,1933.129015,568.8554777
18,13,1952.544967,568.1353649
18,14,1986.586625,544.8146104
18,41,1895.160466,626.6229016
18,42,1915.762098,635.8418755
18,43,1936.585978,625.0913885
18,44,1973.541648,638.7241708
19,0,1855.566687,621.9981053
19,P,1760.670981,646.4539351
19,A,1950.462393,597.5422756
19,31,1853.731564,609.8281926
19,32,1838.43843,579.4945449
19,33,1810.72167,575.8430693
19,34,1765.432401,549.1373779
19,61,1859.816799,632.7805238
19,62,1852.110359,667.4564263
19,63,1828.006618,676.9896012
19,64,1792.908149,722.8351857
19,21,1868.5729,604.1386938
19,22,1855.3329,574.2519984
19,23,1859.433163,560.9610326
19,24,1841.517596,517.8028763
19,51,1875.527454,630.3699295
19,52,1881.927487,666.6011169
19,53,1906.34151,686.907127
19,54,1926.564926,730.3897865
19,11,1889.698498,597.4849573
19,12,1935.110369,567.8317572
19,13,1951.357384,568.1789152
19,14,1985.965355,545.7071474
19,41,1897.174643,625.6835357
19,42,1917.497038,635.5027487
19,43,1943.5,628
19,44,1973.5,638.5
20,0,1856.373338,620.9464565
20,P,1759.887743,645.5702028
20,A,1952.858933,596.3227102
20,31,1854.59479,608.789904
20,32,1847.792515,579.3671994
20,33,1820.002944,576.3189516
20,34,1775.307077,548.6371856
20,61,1860.611369,631.7121704
20,62,1852.427381,666.9730571
20,63,1828.347315,677.1873324
20,64,1793.07281,722.8976103
20,21,1869.697563,603.0756595
20,22,1858.175819,572.4854391
20,23,1861.182837,560.8916739
20,24,1840.996537,518.7940643
20,51,1876.573654,629.2725353
20,52,1883.186961,665.4654013
20,53,1907.660384,685.6083878
20,54,1925.43078,729.4126986
20,11,1891.185251,596.3855609
20,12,1937.277865,568.379227
20,13,1953.137103,567.2117799
20,14,1987.818728,544.8538526
20,41,1898.577049,624.5472024
20,42,1919.019198,634.1168776
20,43,1951.5,626.5
20,44,1973.5,639.5
21,0,1859.461163,619.7124131
21,P,1763.503749,644.0641709
21,A,1955.418577,595.3606553
21,31,1857.666813,607.5294776
21,32,1851.461297,579.2492702
21,33,1823.805678,575.1604062
21,34,1779.012191,547.6373781
21,61,1863.669168,630.5159317
21,62,1854.435584,666.9109289
21,63,1828.418099,677.4994944
21,64,1792.743227,722.8979925
21,21,1872.680786,601.8550982
21,22,1860.914217,572.3692278
21,23,1860.9534,560.9926236
21,24,1843.24537,517.7939995
21,51,1879.54062,628.1253315
21,52,1885.194805,664.4803801
21,53,1908.942655,685.4735738
21,54,1925.059301,729.9127593
21,11,1894.043339,595.2244787
21,12,1940.288476,567.4707187
21,13,1954.118875,567.2996938
21,14,1987.261364,544.7443059
21,41,1901.417661,623.4649794
21,42,1922.453641,631.647881
21,43,1955.196641,625.2513717
21,44,1986.343656,634.0000506
22,0,1859.551608,619.5737834
22,P,1763.45872,643.8956244
22,A,1955.644496,595.2519423
22,31,1857.768921,607.3972169
22,32,1854.901162,578.6814702
22,33,1827.154322,575.2660693
22,34,1782.12072,548.1376779
22,61,1863.752488,630.3720556
22,62,1854.555033,667.6852366
22,63,1828.119539,677.2088076
22,64,1793.474614,723.3980847
22,21,1872.806203,601.7285363
22,22,1863.839125,571.2074179
22,23,1862.120644,559.961286
22,24,1841.060465,518.293961
22,51,1879.644565,627.9854947
22,52,1887.44023,663.9422322
22,53,1910.76526,685.3392642
22,54,1924.262562,730.4127595
22,11,1894.200316,595.1052313
22,12,1940.430202,567.3260746
22,13,1954.066225,567.4518617
22,14,1986.809033,544.8531695
22,41,1901.551555,623.3314617
22,42,1922.613359,631.4476649
22,43,1955.525506,625.9511153
22,44,1993.826382,632.5176117
23,0,1863.753701,617.6821005
23,P,1769.907265,641.9480127
23,A,1957.600138,593.4161884
23,31,1861.823838,605.3980475
23,32,1856.374008,577.7369981
23,33,1828.512196,575.4410202
23,34,1783.611816,548.1450242
23,61,1867.997497,628.5916375
23,62,1855.089105,667.0565097
23,63,1828.696659,677.5300128
23,64,1792.983368,722.8982952
23,21,1876.478947,599.7230941
23,22,1864.23845,570.2090402
23,23,1863.017347,558.8934783
23,24,1840.869523,517.7939533
23,51,1883.534557,626.2300541
23,52,1888.290938,662.7797936
23,53,1910.580182,685.2537691
23,54,1925.391659,729.9127864
23,11,1897.34888,593.1035072
23,12,1941.31094,567.3940897
23,13,1953.892738,567.1984121
23,14,1986.809033,544.8531695
23,41,1904.933661,621.5984892
23,42,1925.352795,631.3184081
23,43,1957.71275,623.1787008
23,44,1998.863566,632.5176122
24,0,1863.851293,617.6576764
24,P,1770.095455,641.9582525
24,A,1957.60713,593.3571003
24,31,1861.911445,605.3707241
24,32,1857.331755,577.553534
24,33,1829.537828,574.5452641
24,34,1784.086751,548.1764349
24,61,1868.101073,628.5693225
24,62,1855.998678,667.2966543
24,63,1829.155212,676.5558235
24,64,1795.399071,723.3985721
24,21,1876.550581,599.6898462
24,22,1866.343488,569.4123894
24,23,1865.261656,558.0828239
24,24,1841.017461,518.1840473
24,51,1883.624441,626.2025301
24,52,1890.139958,662.4799976
24,53,1911.679984,685.64808
24,54,1925.768075,730.4127899
24,11,1897.399064,593.0622513
24,12,1941.878499,568.258689
24,13,1954.222124,566.875683
24,14,1987.301281,544.8311256
24,41,1905.003464,621.5633865
24,42,1926.069113,630.2801834
24,43,1958.744643,623.5176927
24,44,2003.82138,632.9186677
25,0,1864.655001,617.0131353
25,P,1767.058799,641.6299476
25,A,1962.251203,592.3963229
25,31,1862.894736,604.8492292
25,32,1857.2767,577.2232854
25,33,1829.600844,573.2737207
25,34,1783.546319,547.9747873
25,61,1868.848622,627.7976539
25,62,1856.318094,666.4255375
25,63,1828.685619,678.5743411
25,64,1792.916449,723.8985803
25,21,1878.172721,599.1359008
25,22,1868.249718,567.4206793
25,23,1866.475429,556.1727123
25,24,1840.349975,517.4796377
25,51,1884.977162,625.362672
25,52,1892.099857,661.5258278
25,53,1912.787321,685.4501033
25,54,1925.880518,729.9128455
25,11,1899.902122,592.4485797
25,12,1942.01968,568.1528009
25,13,1953.970743,567.335443
25,14,1986.831952,544.9672959
25,41,1907.216897,620.6423587
25,42,1929.141376,627.3116312
25,43,1965.122006,623.3574958
25,44,2009.885328,634.1526542
26,0,1866.443308,616.1780047
26,P,1767.807185,641.1753677
26,A,1965.07943,591.1806417
26,31,1864.645469,603.9842646
26,32,1858.286511,576.5196369
26,33,1830.616977,572.5260245
26,34,1783.89904,548.4750156
26,61,1870.642125,626.9973824
26,62,1857.697529,666.1504685
26,63,1829.735569,677.9812599
26,64,1794.084708,723.3986164
26,21,1880.079093,598.2072326
26,22,1870.123924,566.2965914
26,23,1869.340263,554.5912851
26,24,1843.896137,515.4468112
26,51,1886.932414,624.5079387
26,52,1894.60077,660.618571
26,53,1913.250399,686.1769938
26,54,1926.499297,730.5935892
26,11,1902.028833,591.4344231
26,12,1943.156866,567.0470657
26,13,1954.926224,567.4947551
26,14,1987.328844,544.4673084
26,41,1909.396153,619.7076822
26,42,1931.67015,625.0957289
26,43,1970.538787,622.7502366
26,44,2015.682427,632.6944386
27,0,1866.936058,615.5824852
27,P,1768.499409,640.4913451
27,A,1965.372707,590.6736252
27,31,1865.150136,603.4045448
27,32,1858.559719,575.994502
27,33,1830.89286,571.9824023
27,34,1783.89904,548.4750156
27,61,1871.129817,626.3855886
27,62,1858.057264,665.6528688
27,63,1830.079743,678.6041395
27,64,1793.156456,722.9932269
27,21,1880.554626,597.6436471
27,22,1871.243411,563.9439747
27,23,1873.25454,552.3732997
27,24,1852.360942,510.6222407
27,51,1887.388547,623.9076972
27,52,1895.50766,659.9196599
27,53,1914.316783,685.3149776
27,54,1925.751709,730.0935967
27,11,1902.462608,590.8915928
27,12,1942.803246,567.4646029
27,13,1954.500744,567.6843948
27,14,1987.073778,544.8986429
27,41,1909.809074,619.1254466
27,42,1953,631
27,43,1980.77785,621.6118684
27,44,2025.999604,631.1945793
28,0,1866.818598,615.3043359
28,P,1767.367741,640.167502
28,A,1966.269455,590.4411698
28,31,1865.064546,603.0658307
28,32,1858.606775,575.624222
28,33,1831.074071,570.7763077
28,34,1783.75318,547.9261823
28,61,1871.004084,626.1668729
28,62,1858.560665,665.639377
28,63,1830.486111,679.0991792
28,64,1793.132262,723.1265586
28,21,1880.634841,597.3033778
28,22,1875.007634,562.7742406
28,23,1878.781924,548.0572101
28,24,1863.228519,504.0369312
28,51,1887.422885,623.7045689
28,52,1896.867035,659.3919542
28,53,1915.562959,684.8005642
28,54,1923.793426,730.0938832
28,11,1902.772657,590.5560034
28,12,1943.641232,568.4760055
28,13,1954.941835,567.5959156
28,14,1987.430582,544.6901434
28,41,1910.069804,618.9372837
28,42,1955.376681,622.7536946
28,43,1986.187338,618.8999105
28,44,2031.739793,626.7617933
29,0,1869.081548,614.6885602
29,P,1768.354093,639.2674631
29,A,1969.809004,590.1096572
29,31,1867.429842,602.4697188
29,32,1858.794829,575.5507978
29,33,1831.343984,570.2589955
29,34,1783.57255,548.1937613
29,61,1873.219406,625.535053
29,62,1859.937414,665.586027
29,63,1829.861792,679.9310128
29,64,1792.30819,723.7881349
29,21,1883.21964,596.7550411
29,22,1877.357299,562.2650463
29,23,1885.009817,547.5499003
29,24,1874.015614,501.2063931
29,51,1889.836284,623.115423
29,52,1898.138928,659.0855156
29,53,1915.621655,685.2377255
29,54,1926.005569,729.5936627
29,11,1905.656188,590.0725115
29,12,1944.168295,568.4444735
29,13,1955.50187,568.410534
29,14,1986.980661,544.1354683
29,41,1912.769081,618.4099221
29,42,1961.107903,623.3580145
29,43,1991.986292,617.4885027
29,44,2037.559649,625.2283008
30,0,1870.154021,614.5665125
30,P,1768.690754,639.9469023
30,A,1971.617288,589.1861227
30,31,1868.495072,602.4974133
30,32,1857.964558,574.5037399
30,33,1830.432673,569.6511746
30,34,1782.520455,547.2404401
30,61,1874.341562,625.2450444
30,62,1862.164057,665.6476648
30,63,1831.802198,679.3767228
30,64,1794.277194,723.2583158
30,21,1884.402764,596.6767303
30,22,1880.122007,561.7931085
30,23,1889.674957,544.665247
30,24,1880.019702,498.0243935
30,51,1891.084467,622.674023
30,52,1900.177078,658.5157159
30,53,1916.226525,685.571197
30,54,1926.157158,730.0938615
30,11,1907.007619,589.8276388
30,12,1945.321451,568.3628954
30,13,1956.496443,568.6238128
30,14,1987.941709,544.3053363
30,41,1914.190449,617.7747284
30,42,1965.705037,623.8393849
30,43,1996.432798,617.2148106
30,44,2042.166258,623.9442955
31,0,1877.506558,612.9449525
31,P,1782.477314,638.1464578
31,A,1972.535801,587.7434473
31,31,1875.550729,600.8237314
31,32,1860.490264,573.9142357
31,33,1831.118459,569.2481906
31,34,1783.025733,547.227487
31,61,1881.782939,623.6839589
31,62,1866.799491,663.1584789
31,63,1835.101466,679.097837
31,64,1797.609214,723.0074172
31,21,1890.388588,595.0243653
31,22,1879.680887,561.5499409
31,23,1894.418969,542.3212687
31,24,1883.818593,495.8748992
31,51,1897.511114,621.1503396
31,52,1900.629204,658.0047191
31,53,1916.823124,684.9739757
31,54,1926.038813,729.6514525
31,11,1911.517718,588.2115514
31,12,1947.879287,563.5838991
31,13,1962.5,562.5
31,14,1987.337681,544.1369555
31,41,1919.174433,616.2969738
31,42,1973.408814,622.5437548
31,43,2004.097804,615.7418358
31,44,2050.941755,623.4443325
32,0,1879.220804,612.620706
32,P,1786.32534,638.1730047
32,A,1972.116267,587.0684074
32,31,1877.15309,600.5629246
32,32,1862.096151,573.498978
32,33,1831.242957,568.5895748
32,34,1782.931386,547.0532393
32,61,1883.575059,623.2827886
32,62,1871.896365,663.8517902
32,63,1839.355619,677.9913736
32,64,1802.929687,722.7743114
32,21,1891.636906,594.7164401
32,22,1881.23325,561.1462765
32,23,1896.117285,542.0301978
32,24,1891.351838,493.3746215
32,51,1898.9763,620.6819989
32,52,1902.55728,657.4947027
32,53,1918.431135,684.6535793
32,54,1925.926651,729.6518109
32,11,1912.281219,587.8296398
32,12,1949.222259,566.5110915
32,13,1963.48706,564.4277772
32,14,1986.757128,544.1148325
32,41,1920.171067,615.7426155
32,42,1974.537014,621.9344493
32,43,2005.28181,615.1841394
32,44,2052.485142,620.2368162
33,0,1880.080951,612.5201727
33,P,1787.874931,638.4332881
33,A,1972.286971,586.6070573
33,31,1877.958918,600.5115871
33,32,1863.274205,573.2438807
33,33,1831.830894,568.4256345
33,34,1783.375307,547.1759266
33,61,1884.485835,623.1219065
33,62,1877.865912,662.9785071
33,63,1844.952333,676.2267284
33,64,1809.654424,721.9040497
33,21,1892.326307,594.6145524
33,22,1883.219857,560.6695302
33,23,1897.627504,540.5838948
33,24,1893.41923,491.8744092
33,51,1899.78564,620.4549174
33,52,1904.630436,657.1933234
33,53,1919.438935,685.1300031
